,result,table,_start,_stop,_time,_value,_field,_measurement
,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-03T20:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-03T21:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-03T22:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-03T23:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-04T00:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-04T01:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-04T02:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-04T03:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-04T04:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-04T05:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-04T06:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-04T07:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-04T08:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-04T09:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-04T10:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-04T11:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-04T12:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-04T13:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-04T14:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-04T15:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-04T16:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-04T17:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-04T18:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-04T19:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-04T20:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-04T21:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-04T22:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-04T23:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-05T00:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-05T01:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-05T02:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-05T03:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-05T04:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-05T05:00:00Z,0,Office_obstruction,air_quality

